Email,Tên bệnh viện,Location
marketing@trinitycare.ie,Trinitycare
xxx@yyy.zz,Trinitycare
info@lawsonhouse.ie,Lawsonhousenursinghome Medical Center
vibmofo@gmail.com,Vibmofo Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
doclakes@ehg.ie,Mowlamhealthcare
info@mowlamhealthcare.com,Mowlamhealthcare
info@meridiancare.com,Meridiancare
brian.osullivan@dovida.ie,Dovida Medical Center
david.fleming@dovida.ie,Dovida Medical Center
name@dovida.com,Dovida Medical Center
appointments@24doc.ie,24doc Medical Center
info@24doc.ie,24doc Medical Center
care@thearas.com,Thearas Medical Center
info@solvetherapy.ie,Solvetherapy Medical Center
houlihanmary@yahoo.ie,Lcpc Medical Center
nikihurley@hotmail.com,Lcpc Medical Center
046c982186afa15dc9513490293d26b1@o37417.ingest.sentry.io,Hopehandson Medical Center
management@hopehandson.com,Hopehandson Medical Center
info@sligocancersupport.ie,Sligocancersupportcentre Medical Center
info@sligocancersupportcentre.ie,Sligocancersupportcentre Medical Center
info@silverbranchtherapy.ie,Silverbranchtherapy Medical Center
shane@logicode.ie,Silverbranchtherapy Medical Center
reception@kerryskin.ie,Kerryskinclinic
corkxray@corkradiologistsgroup.com,Corkradiologistsgroup Medical Center
info@christiansenmedical.com,Christiansenmedical
gerobriencork@gmail.com,Gerobrien Medical Center
admin@ceangail.ie,Ceangail Medical Center
info@freehtml5.co,Wphc Medical Center
careers@mmcc.ie,Marymountcarecentre
foh@mmcc.ie,Marymountcarecentre
evolvewaterford@gmail.com,Evolvephysiowaterford Medical Center
killarneychiroclinic@gmail.com,Killarneychiroclin Medical Center
barry@mcenteephysio.com,Mcenteephysio Medical Center
info@mcenteephysio.com,Mcenteephysio Medical Center
reception@mcenteephysio.com,Mcenteephysio Medical Center
hello@ultrasound.ie,Ultrasound Medical Center
info@killarneymedicalcentre.ie,Killarneymedicalcentre
info@trinityclinic.ie,Trinityclinic
david.fleming@dovida.ie,Dovida Medical Center
martin.murphy@dovida.ie,Dovida Medical Center
name@dovida.com,Dovida Medical Center
drkathrynmcaree@hotmail.com,Psychologyservices Medical Center
ivonka.jarysz@gmail.com,Galwaybabyscans Medical Center
info@rehabrooms.ie,Rehabrooms Medical Center
hello@castleross.ie,Castleross Medical Center
info@killimorretirementhome.ie,Killimorretirementhome Medical Center
info@hiddenhearing.ie,Hiddenhearing Medical Center
info@havenbay.ie,Havenbay Medical Center
hello@mentalhealth.ie,Mentalhealth
kristinacounselling@gmail.com,Kristinasilovs Medical Center
smithfield@alliancemedical.ie,Alliancemedical
trimgrouppractice@trimgroupgp.ie,Trimgp Medical Center
cstcork@gmail.com,Craniosacraltherapycork Medical Center
info@doctor365.ie,Doctor365 Medical Center
info@newbrooknursing.ie,Newbrooknursinghome Medical Center
stmaryshr@newbrooknursing.ie,Newbrooknursinghome Medical Center
info@rehab.ie,Rehab Medical Center
quest@nln.ie,Rehab Medical Center
info@xpresshealth.ie,Xpresshealth
recruitment@xpresshealth.ie,Xpresshealth
info@hiqa.ie,Hiqa Medical Center
info@corkchildrenclinic.com,Corkchildrensclinic
brian.osullivan@dovida.ie,Dovida Medical Center
david.fleming@dovida.ie,Dovida Medical Center
name@dovida.com,Dovida Medical Center
info@lakeviewsystem.com,Lakeviewsystem Medical Center
jenniferhogantherapy@outlook.com,Jenniferhogantherapy Medical Center
margaretkennelly@hotmail.com,Brideswellcounselling Medical Center
reception@brookfieldcc.ie,Brookfieldcc Medical Center
info@eyeandfaceclinic.ie,Eyeandfaceclinic
info@thewicklowstreetclinic.ie,Thewicklowstreetclinic
info@laserderm.ie,Laserderm Medical Center
info@wygramnursinghome.ie,Wygramnursinghome Medical Center
info@celeste-medical.ie,Celeste Medical
blackrockhospice@olh.ie,Olh Medical Center
communityharoldscross@olh.ie,Olh Medical Center
info@olh.ie,Olh Medical Center
patientservices@olh.ie,Olh Medical Center
wicklowhospice@olh.ie,Olh Medical Center
info@springhillclinc.ie,Springhillclinic
info@springhillclinic.ie,Springhillclinic
galway@jigsaw.ie,Jigsaw Medical Center
info@coslia.com,Coslia Medical Center
info@remedyclinic.ie,Remedyclinic
emily@monaghanpsychotherapy.com,Monaghanpsychotherapy Medical Center
emilypsychotherapy11@gmail.com,Monaghanpsychotherapy Medical Center
info@rehab.ie,Rehab Medical Center
info@proactivphysiotherapy.ie,Proactivphysiotherapy Medical Center
info@suffolkstreetsurgery.ie,Suffolkstreetsurgery Medical Center
info@oakparkmedicalcentre.com,Oakparkmedicalcentre
adare@mowlamhealthcare.com,Mowlamhealthcare
info@mowlamhealthcare.com,Mowlamhealthcare
info@mowlamhealthcare.com,Mowlamhealthcare
kilmainhamwood@mowlamhealthcare.com,Mowlamhealthcare
cpc@alliancemedical.ie,Alliancemedical
hello@peaceinside.ie,Peaceinside Medical Center
touchstoneptc@gmail.com,Touchstoneplaytherapy Medical Center
trueessenceholisticclinic@gmail.com,Trueessenceholistic Medical Center
care@bluebirdcare.co.uk,Bluebirdcare
kerrywestcork@bluebirdcare.ie,Bluebirdcare
388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io,Fresha Medical Center
blackrockhospice@olh.ie,Olh Medical Center
communityharoldscross@olh.ie,Olh Medical Center
info@olh.ie,Olh Medical Center
patientservices@olh.ie,Olh Medical Center
wicklowhospice@olh.ie,Olh Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
info@mymovecounselling.ie,Mymovecounselling Medical Center
info@hiqa.ie,Hiqa Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
thorpesnh@gmail.com,Thorpesnursinghome Medical Center
appointments@24doc.ie,24doc Medical Center
info@24doc.ie,24doc Medical Center
rosemountpsychotherapy@gmail.com,Rosemountpsychotherapy Medical Center
matteoluc73@gmail.com,Osteopathkerry Medical Center
saffronbluemedicalclinic.gp@healthmail.ie,Saffronandbluemedicalclinic
eclearycounselling@gmail.com,Eclearycounselling Medical Center
celiabrett8@gmail.com,Celiabretttherapist Medical Center
info@mobilemed.ie,Mobilemedicaldiagnostics
geraldinephysiolymphclinic@gmail.com,Lymphaticdrainage Medical Center
info@mowlamhealthcare.com,Mowlamhealthcare
managerkilcoole@mowlamhealthcare.com,Mowlamhealthcare
angela.walsh@lssc.ie,Lssc Medical Center
anne.obrien@lssc.ie,Lssc Medical Center
brian.ryan@lssc.ie,Lssc Medical Center
counselling@lssc.ie,Lssc Medical Center
dave.quilty@lssc.ie,Lssc Medical Center
eamonn.lodge@lssc.ie,Lssc Medical Center
eithne.egan@lssc.ie,Lssc Medical Center
evelyn.meenaghan@lssc.ie,Lssc Medical Center
info@lssc.ie,Lssc Medical Center
joan.oshea@lssc.ie,Lssc Medical Center
joanne.ryan@lssc.ie,Lssc Medical Center
karen.prendergast@lssc.ie,Lssc Medical Center
majella.hynan@lssc.ie,Lssc Medical Center
margaret.mastriani@lssc.ie,Lssc Medical Center
margaret.oreilly@lssc.ie,Lssc Medical Center
mary.danaher@lssc.ie,Lssc Medical Center
mary.mccall@lssc.ie,Lssc Medical Center
mary.ohehir@lssc.ie,Lssc Medical Center
reception@lssc.ie,Lssc Medical Center
david.fleming@dovida.ie,Dovida Medical Center
name@dovida.com,Dovida Medical Center
office.admin1@wcfs.ie,Wicklowcommunityservices Medical Center
sarah@calmtideswellbeing.com,Calmtideswellbeing Medical Center
dawsonmedicalgpclinic@gmail.com,Dawsonmedical
info@skibbcare.com,Skibbcare
contact@dublinmindclinic.com,Dublinmindclinic
info@dublinmindclinic.com,Dublinmindclinic
ie.enquiries@emeis.com,Orpea Medical Center
ie.enquiries@emeis.com,Emeis Medical Center
fiona@fionacaseyphysio.ie,Fionacaseyphysio Medical Center
info@abbeymedicalcentre.com,Abbeymedicalcentre
hq@mymind.org,Mymind Medical Center
boyletherapy@gmail.com,Besideyoucounselling Medical Center
ie.enquiries@emeis.com,Orpea Medical Center
katisimpson@clarityireland.com,Clarityireland Medical Center
briarhill@alliancemedical.ie,Alliancemedical
catherine@soultherapies.ie,Soultherapies Medical Center
cuh.mri@alliancemedical.ie,Alliancemedical
cuh.petct@alliancemedical.ie,Alliancemedical
ghfp.gp@healthmail.ie,Ghfp Medical Center
info@citadelhealthcare.com,Waterfordnursing Medical Center
admin@whitehallclinic.ie,Whitehallclinic
gallaghernollaig@gmail.com,Heart2hearttherapy Medical Center
support@webador.com,Mcmahonsportstherapy Medical Center
info@energisetherapy.ie,Energisetherapy Medical Center
info@upmc.ie,Upmc Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
info@ioes.ie,Ioes Medical Center
info@sisuclinic.com,Sisuclinic
hq@mymind.org,Mymind Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
admissions@harmonyhillshc.com,Harmonyhillshc Medical Center
kilkennyphysio@gmail.com,Kilkennyphysioclinic
info@galwaymedical.ie,Galwaymedical
slanecounsellingcentre@gmail.com,Slanecounsellingcentre Medical Center
wexford@alliancemedical.ie,Alliancemedical
michelle@bodyauratherapies.com,Bodyauratherapies Medical Center
info@physioeireann.com,Physioeireann Medical Center
seanosullivan1987@gmail.com,Physioeireann Medical Center
info@citygatedental.ie,Citygatedental Medical Center
reception@womenshealth.ie,Womenshealthgroup
info@northdoc.ie,Northdoc Medical Center
info@optilase.com,Optilase Medical Center
info@reallyhealed.com,Reallyhealed Medical Center
onesteprecovery@gmail.com,Reallyhealed Medical Center
info@glenvets.ie,Glenvets Medical Center
maryhussey@rockmountcentre.ie,Rockmountcentre Medical Center
sheilalynch@rockmountcentre.ie,Rockmountcentre Medical Center
jamesapiclinic@gmail.com,Apiclinics
info@aldp.ie,Aldp Medical Center
praguehousefreshford@gmail.com,Praguehousecarehome
ennis.injuryclinic@gmail.com,Ennisinjuryclinic
info@polskifizjoterapeuta.ie,Pro Physio Medical Center
info@pro-physio.ie,Pro Physio Medical Center
info@mcevoymovement.ie,Mcevoymovement Medical Center
admin@gowranabbeynursinghome.ie,Gowranabbeynursinghome Medical Center
clinic@ultimatehealth.ie,Ultimatehealth
facefirstaestheticskincare@gmail.com,Facefirstaestheticskincare
info@mysite.com,Facefirstaestheticskincare
enfield@thejamesclinic.com,Theaestheticclinic
info@theaestheticclinic.ie,Theaestheticclinic
jbphysiotherapy@gmail.com,Jbphysiotherapy Medical Center
fundraising@wexfordrapecrisis.com,Wexfordrapecrisis Medical Center
support@wexfordrapecrisis.com,Wexfordrapecrisis Medical Center
rdent@outlook.ie,Rdent Medical Center
admincuan@newbrooknursing.ie,Newbrooknursinghome Medical Center
info@newbrooknursing.ie,Newbrooknursinghome Medical Center
suzannethebrook@gmail.com,Thebrook Medical Center
thebrookcounselling@gmail.com,Thebrook Medical Center
support@flourishing.ie,Flourishing Medical Center
info@cahillcounselling.com,Cahillcounselling Medical Center
info@therapyandtraining.ie,Therapyandtraining Medical Center
digital@hse.ie,Hse Medical Center
u003edigital@hse.ie,Hse Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
info@mysite.com,Sligocreekhcr Medical Center
medical@chartermedical.ie,Chartermedical
hello@gracehealthcare.ie,Gracehealthcare
info@hiqa.ie,Hiqa Medical Center
info@themerrionclinic.com,Themerrionclinic
info@primahealth.ie,Primahealth
dr.saoire.aesthetics@gmail.com,Drsaoireaesthetics Medical Center
acupcavan@gmail.com,Acupcavan Medical Center
andrew.hannah-referrals@blackrockhealth.com,Galwayorthopaedics Medical Center
andrew.hannah-referrals@galwayclinic.com,Galwayorthopaedics Medical Center
office@maryboroughnh.com,Maryboroughnh Medical Center
careers@cheshire.ie,Cheshire Medical Center
fundraising@cheshire.ie,Cheshire Medical Center
deirdre@simplyhealing.ie,Simplyhealing Medical Center
marketing@trinitycare.ie,Trinitycare
xxx@yyy.zz,Trinitycare
info@sheephavenhealthcare.com,Sheephavenhealthcare
reception@asctralee.com,Theashestreetclinic
dublinhealthclinic.ie@gmail.com,Dublinhealthclinic
reception@dublinhealthclinic.ie,Dublinhealthclinic
hello@dbc.ie,Dbc Medical Center
ie.enquiries@emeis.com,Emeis Medical Center
admin@greenparknursinghome.ie,Greenparknursinghome Medical Center
fmcwaterford@gmail.com,Fcmedicalcentre
hello@ultrasound.ie,Ultrasound Medical Center
info@psychotherapydublin.ie,Psychotherapydublin Medical Center
jobs@psychotherapydublin.ie,Psychotherapydublin Medical Center
media@psychotherapydublin.ie,Psychotherapydublin Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
info@whitemillmedicalcentre.com,Whitemillmedicalcentre
info@realerecovery.com,Realerecovery Medical Center
clarepodiatrycentre@gmail.com,Theclarepodiatrycentre Medical Center
info@developingminds.ie,Developingminds Medical Center
ennis@mowlamhealthcare.com,Mowlamhealthcare
info@mowlamhealthcare.com,Mowlamhealthcare
digital@hse.ie,Www2 Medical Center
payabill@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
u003epayabill@hse.ie,Www2 Medical Center
u003euhlpals@hse.ie,Www2 Medical Center
uhlpals@hse.ie,Www2 Medical Center
antoinette@psychotherapypractice.ie,Psychotherapypractice Medical Center
antoinette@psycotherapypractice.ie,Psychotherapypractice Medical Center
info@summerhillgp.com,Summerhillgp Medical Center
info@caredoc.ie,Caredoc
info@chinesemedicineclinic.ie,Chinesemedicineclinic
harbourlights22@gmail.com,Harbourlightsnursinghome Medical Center
bushyparkhouse@clarecare.ie,Bushypark Medical Center
info@galwayfamilydoctors.ie,Galwayfamilydoctors Medical Center
admin@tinnypark.com,Tinnyparknursinghome Medical Center
emeraldwellness.life@gmail.com,Emeraldwellness Medical Center
info@themotheringpsychologist.com,Themotheringpsychologist Medical Center
20info@oakviewnh.ie,Retirementservices Medical Center
20stjohnsstjosephs@eircom.net,Retirementservices Medical Center
care@eskerlodge.ie,Retirementservices Medical Center
castlemanor@trinitycare.ie,Retirementservices Medical Center
fairlawnsnursinghome@gmail.com,Retirementservices Medical Center
hello@collegeviewnursinghome.ie,Retirementservices Medical Center
ie.enquiries@emeis.com,Retirementservices Medical Center
info@oakviewnh.ie,Retirementservices Medical Center
info@retirementservices.ie,Retirementservices Medical Center
info@sheelinnursinghome.com,Retirementservices Medical Center
stjohnsstjosephs@eircom.net,Retirementservices Medical Center
info@perfecttherapy.ie,Perfecttherapy Medical Center
support@webador.com,Perfecttherapy Medical Center
info@clinic29.ie,Corkopticians Medical Center
info@stattractas.com,Stattractas Medical Center
support@waterfordcomputerclinic.ie,Waterfordcomputerclinic
20info@adaptservices.ie,Adaptservices Medical Center
info@adaptservices.ie,Adaptservices Medical Center
info@ndublinrdtf.ie,Ndublinrdtf Medical Center
referrals@ndublincare.ie,Ndublinrdtf Medical Center
salthilldoctor@gmail.com,Galwaydoctor Medical Center
388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io,Fresha Medical Center
info.cavan.monaghan@mqi.ie,Mqi Medical Center
info@mqi.ie,Mqi Medical Center
aldona@glengarapark.ie,Beechfieldmanor Medical Center
directorofnursing@sgnh.ie,Beechfieldmanor Medical Center
don@beechparknursinghome.com,Beechfieldmanor Medical Center
don@beechwoodnursinghome.ie,Beechfieldmanor Medical Center
don@mounthyblaprivate.ie,Beechfieldmanor Medical Center
info@bethanyhousenursinghome.ie,Beechfieldmanor Medical Center
nursingcare@woodlandshouse.ie,Beechfieldmanor Medical Center
sreeja@beechfieldmanor.ie,Beechfieldmanor Medical Center
abuse@ucc.ie,Ucc Medical Center
access@ucc.ie,Ucc Medical Center
decomms@ucc.ie,Ucc Medical Center
mso@ucc.ie,Ucc Medical Center
0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,Drclareclinic
lara@drclare.net,Drclareclinic
support@drclare.net,Drclareclinic
info@mowlamhealthcare.com,Mowlamhealthcare
managercastlegardens@mowlamhealthcare.com,Mowlamhealthcare
info-hccbs@upmc.ie,Upmc Medical Center
info@upmc.ie,Upmc Medical Center
rtreferrals@upmc.ie,Upmc Medical Center
u003einfo-hccbs@upmc.ie,Upmc Medical Center
u003einfo@upmc.ie,Upmc Medical Center
u003ertreferrals@upmc.ie,Upmc Medical Center
info@aungierclinic.ie,Aungierclinic
info@navancounselling.ie,Navancounselling Medical Center
arklow@autocare.ie,Autocare
bray@autocare.ie,Autocare
dunlaoghaire@autocare.ie,Autocare
gorey@autocare.ie,Autocare
kells@autocare.ie,Autocare
kilkenny@autocare.ie,Autocare
naas@autocare.ie,Autocare
rathnew@autocare.ie,Autocare
sales@autocare.ie,Autocare
info@resolvecounsellingcentre.ie,Resolvecounsellingcentre Medical Center
info@sheeranpurcellgp.ie,Sheeranpurcellgp Medical Center
wicklow@jigsaw.ie,Jigsaw Medical Center
bodybalancenmt@gmail.com,Bodybalancenmt Medical Center
info@twhealthcare.co.uk,Meadowsparkcarehome
marketing@trinitycare.ie,Trinitycare
xxx@yyy.zz,Trinitycare
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
mpic@alliancemedical.ie,Alliancemedical
ie.enquiries@emeis.com,Emeis Medical Center
recruitment-ireland@emeis.com,Emeis Medical Center
info@layahealthcare.ie,Layahealthcare
gmaxmassagewaterford@gmail.com,Gmaxmassage Medical Center
info@homecaremedical.ie,Homecaremedicalsupplies
info@fourferns.ie,Fourferns Medical Center
info@dmcounsellingservices.ie,Dmcounsellingservices Medical Center
webmaster@dmcounsellingservices.ie,Dmcounsellingservices Medical Center
info@medhub.ie,Medhub Medical Center
oliviafoxpsychotherapy@gmail.com,Oliviafoxpsychotherapy Medical Center
info@stpatricks.ie,Stpatricks Medical Center
mindhealingireland@gmail.com,Mindhealing Medical Center
hq@mymind.org,Mymind Medical Center
info@ballinamorehouse.ie,Ballinamorehouse Medical Center
info@highfieldhealthcare.ie,Highfieldhealthcare
referrals@highfieldhealthcare.ie,Highfieldhealthcare
info@cashellclinic.ie,Cashellclinic
info@advancehypnosis.ie,Advancehypnosis Medical Center
digital@hse.ie,Www2 Medical Center
u003edigital@hse.ie,Www2 Medical Center
info@bloomfield.ie,Bloomfield Medical Center
joanaforde@gmail.com,Alisteningear Medical Center
templeofthebody@hotmail.com,Temple Of The Body Medical Center
admin@drmentalhealth.ie,Drmentalhealth
reception@eganshearing.ie,Eganshearing Medical Center
info@eyresquaredental.ie,Eyresquaredental Medical Center
info@hiqa.ie,Hiqa Medical Center
cork@dovida.ie,Dovida Medical Center
david.fleming@dovida.ie,Dovida Medical Center
deirdre.murray@dovida.ie,Dovida Medical Center
name@dovida.com,Dovida Medical Center
